SRA_accession_code	GEO_accession_code	pubmed_id	pmcid
SRP015764	GSE40890		
SRP122876			
SRP072285			
GSE83327	E-GEOD-83327	29755654	PMC5945521
SRP069885	GSE77595	28040774	PMC5203792
SRP115041		29539638	
SRP170964	GSE123024	30606613	PMC6336504
SRP166097	GSE121480	30355617	PMC6219731
SRP071930	GSE79293	27407110	PMC5062983
SRP072163	GSE79477	27941877	PMC5453834
SRP066672	GSE75410	27350246	PMC4939261
SRP177950	GSE124810	30721151	PMC6483645
SRP139303			
SRP033314	GSE52726		
SRP071929	GSE79304	27407110	PMC5062983
SRP095811	GSE93006	28283662	PMC5380094
SRP007481	GSE30708	25640180	PMC4447085
SRP135686	GSE111829		
SRP094963			
SRP091644	GSE88801	28176867	PMC5296737
SRP103091	GSE97422	29436476	PMC5868688
SRP005909		20964841	PMC3218660
SRP047387	GSE61636	26441307	PMC4649106
SRP186407		30850344	PMC6592635
SRP200653	GSE132303	31198964	
SRP027015	GSE48785	24171104	PMC3808542
SRP126202			
SRP122538	GSE106295		
SRP061631	GSE71377	26599013	PMC4658043
SRP072101	GSE79426		
SRP090789	GSE87556	29727682	
SRP091843	GSE88970	28538178	PMC5510986
SRP066559	GSE75297	27705785	PMC5120872
SRP095130	GSE92406	29317538	PMC5789911
GSE59860	E-GEOD-59860	25576597	PMC4364524
SRP071966	GSE79373	27540136	PMC5479611
SRP040679	GSE56331	27466232	PMC5052056
SRP154434			
SRP059762	GSE70150		
SRP061184	GSE70926	27127301	PMC4937360
SRP071946		27926730	
SRP023111	GSE47226	24470147	PMC3985646
SRP072326	GSE79595	27678244	PMC5039909
ERP022441			
SRP158639			
SRP063676			
SRP033351	GSE52778	24926665	PMC4057123
SRP116944			
SRP175069	GSE124586	32703964	PMC7378053
SRP058654	GSE69192	26660425	PMC4797142
SRP060286			
SRP048204	GSE61830	25691733	PMC4558662
SRP072139	GSE79470	28114972	PMC5259899
SRP015845	GSE41074	23544130	PMC3609788
SRP120945	GSE105770	31308451	PMC6629649
SRP045460	GSE60367	26058075	PMC4461838
SRP172785	GSE123463		
SRP168313	GSE122353	30939124	PMC6538334
SRP063499	GSE72820		
SRP023540			
SRP180337	GSE124299	30735633	PMC6544371
SRP022054	GSE46622	23874421	PMC3707605
SRP035210	GSE53865		
GSE143290	E-GEOD-143290	34242724	PMC8908335
SRP202099			
SRP014857	GSE40132	23177736	PMC3646334
SRP042317			
SRP077283	GSE83765	27424783	PMC5065525
SRP059884			
SRP066968	GSE75664	28786813	PMC5548489
SRP165680			
ERP108428			
SRP061426	GSE71216	26395122	
SRP125919	GSE107562	29206208	PMC5751227
SRP014809	GSE40050	28886115	PMC5590894
SRP181952	GSE125588	31335328	PMC6777805
SRP062027	GSE71723	31245774	PMC6589525
SRP105366			
SRP061682	GSE71289	26299970	PMC4558300
GSE171964	E-GEOD-171964	34252919	PMC8761119
ERP105142			
SRP016140	GSE41616	23257286	PMC3596846
SRP105222	GSE98206	28993409	PMC5732856
SRP125384	GSE107201	29590609	PMC5903572
SRP101294	GSE95640	32514005	PMC7280519
SRP092589	GSE89520		
SRP053641			
SRP021459	GSE46254	24391886	PMC3877139
SRP019250	GSE44976	24000153	PMC3799496
SRP015409	GSE40617	24330401	PMC3878829
SRP039089	GSE55480	24922324	PMC4179962
SRP034672	GSE53567	27162171	PMC4862755
SRP186331	GSE126788		
SRP067751	GSE76308	27524441	PMC5924691
SRP066365	GSE75146	26932476	PMC4836651
SRP015668	GSE40710	23011138	PMC3660047
SRP017843	GSE43362	23371553	PMC4094295
SRP019939	GSE45428	23629695	PMC3734590
SRP080958	GSE85154	27545347	
SRP140487			
SRP178690	GSE125002	31260808	
SRP094724	GSE91015	29867946	PMC5949327
SRP035617	GSE54333	25602132	PMC4615303
SRP026126	GSE48035	26826130	PMC4793214
SRP076491	GSE83312	31633482	PMC6802965
SRP014626	GSE39757	23334669	
SRP108070	GSE99263	30131849	PMC6101278
SRP075970			
SRP101418			
SRP045673	GSE60603	25945737	PMC5278765
ERP021315			
SRP007338	GSE30017	22235189	PMC3250501
SRP200509	GSE132153		
SRP016583	GSE41745	21850022	PMC3381505
SRP161648			
SRP059557			
SRP022876	GSE47058	24590290	PMC3973117
SRP090248	GSE87183	29358650	
SRP001349	GSE16642	19749754	PMC2766517
SRP105764	GSE98379	28814645	PMC5635985
SRP163151	GSE120767	30329080	PMC6326816
SRP186450	GSE126848	30653341	
ERP014062			
SRP102444	GSE97009	29089033	PMC5663069
SRP024674	GSE47806	23945587	PMC4034386
SRP059880	GSE70268	26903558	PMC4836220
SRP090132	GSE87088	29127290	PMC5681548
SRP086630	GSE86460		
SRP017123	GSE42142	23754950	PMC3675012
SRP077588	GSE83885	31968247	PMC7183097
SRP018786	GSE44384	23871666	PMC3730056
SRP189485	GSE128886		
ERP002049			
SRP034691	GSE53586	28539638	PMC5443790
SRP058567	GSE69110	26146088	PMC4504750
SRP055475	GSE66250	26678338	
SRP063851	GSE73092		
SRP068838	GSE77179	29084210	PMC5823716
SRP049063	GSE62520	25701737	PMC4446190
SRP063875	GSE73213	28947543	PMC5679303
SRP072417	GSE79636	28017796	PMC5384872
SRP067762	GSE76314	27089514	PMC5086256
SRP063003	GSE72534	27466232	PMC5052056
SRP126557	GSE107965	29662178	
SRP087627	GSE86577	27679845	PMC5081620
SRP019207	GSE45133	23637631	PMC3636093
SRP067975			
SRP051485	GSE64451	26575290	PMC4744188
SRP072272	GSE79564	27550178	PMC5137431
SRP014675	GSE39841	23203880	PMC3531161
ERP012188			
SRP014754	GSE39983	24550252	PMC3927633
SRP045867	GSE60883	25531649	PMC4274099
SRP071702	GSE79160	27066737	PMC4832077
SRP135144	GSE111741		
SRP021908	GSE46502		
SRP022743			
SRP148902	GSE114895	30022164	PMC6062473
SRP063980	GSE73318	26752646	PMC4731162
SRP043224	GSE58504	26484101	PMC4535972
ERP107143			
SRP040328	GSE56055	24832684	
SRP015976	GSE41292	23141545	PMC3499986
SRP143627			
SRP026537	GSE48213	24176112	PMC3937590
SRP109003			
SRP064537	GSE73795		
SRP058120	GSE68671	26546131	PMC4691748
SRP041446	GSE57075		
SRP050146	GSE63569	25428262	PMC4430703
SRP154943	GSE117564		
SRP109445			
SRP159688	GSE119549	30289932	PMC6173417
SRP158937			
SRP109473			
SRP105729			
SRP144614	GSE114044	30346945	PMC6211764
SRP094701	GSE90988	28178527	PMC5524384
SRP166551	GSE121688	30735131	PMC6407921
SRP061416	GSE71204	26395143	PMC4582174
SRP056066	GSE66769	26010866	PMC4444280
SRP053402	GSE65778	25719440	PMC4341466
SRP175277	GSE124666		
SRP159004	GSE119127	31081019	PMC6614847
SRP063669	GSE72994	30013181	PMC6072555
SRP083919	GSE86318	28436964	PMC5415409
SRP126658			
SRP068592	GSE76988	27485735	PMC4971530
SRP075376	GSE81593	27681615	PMC5068336
ERP014376			
SRP058476			
SRP063754			
SRP022925	GSE47121	23867340	
ERP011264			
SRP016118	GSE41586	23902433	PMC3697991
SRP035577	GSE54272	24790109	PMC4085964
SRP028736	GSE49805	25847872	
SRP043043	GSE58326	24962896	PMC4082627
SRP018815	GSE44585	24469107	
SRP056246	GSE66993	27811843	PMC5097163
SRP017777	GSE43294	23416048	PMC3594071
SRP011560			
ERP012838			
SRP064803	GSE74009		
SRP059950	GSE70380	26695660	PMC4687867
SRP045870	GSE60890	25401475	PMC4348951
SRP051572			
SRP022259	GSE46805	26833731	PMC4743061
SRP005449			
SRP068467	GSE76877		
SRP019762	GSE45263	24690587	PMC3988804
SRP035391	GSE54074	24990076	PMC4263293
SRP045986			
SRP096672	GSE93573	28904350	PMC5597594
SRP060016		27461012	PMC4962348
SRP007461	GSE30567	22019781	PMC3576853
ERP004689			
SRP050055	GSE63475	25416952	
ERP109257			
SRP029238	GSE50191	27540173	PMC5808982
SRP018254	GSE43834	23812588	PMC3732535
SRP044056	GSE59089	25578878	PMC4305004
SRP072703			
SRP072573	GSE79735	27322055	PMC4922685
SRP127265	GSE108365		
SRP076712	GSE83476	29403061	PMC5799263
SRP082708	GSE86024	29079737	PMC5660124
SRP003901	GSE24455	21253009	PMC3013074
SRP051675	GSE64644		
SRP057064	GSE67757	26789254	
SRP087708			
SRP062331	GSE71993	27006468	PMC5029680
SRP076845	GSE83559		
SRP060205	GSE70424	28630030	PMC5560656
ERP023321			
SRP068551			
SRP076790	GSE83512		
SRP082974	GSE86071		
SRP009313		22198147	PMC3269861
SRP132425			
SRP070895	GSE78711	26952870	PMC5299540
SRP055435			
SRP045364	GSE60237	25551786	PMC4320513
SRP033239	GSE51924	24374217	PMC3932527
SRP144983	GSE114189	32162777	PMC7202058
SRP056356	GSE67092		
SRP160393	GSE119675		
SRP056335	GSE67083	26645456	PMC4734584
SRP108624	GSE99675	29739788	PMC6125187
SRP060587			
SRP005309	GSE26516	21601191	
ERP110102			
SRP100185	GSE95039	28874509	PMC5774582
SRP174303	GSE124301	30659066	PMC6393789
SRP007169	GSE29968	26158411	PMC4627292
SRP076805	GSE83525	28264028	PMC5354443
SRP078564	GSE84448	28191885	PMC6453542
SRP064317	GSE73573	26766590	PMC4871949
SRP089876			
SRP090187	GSE87130	28343820	PMC5516645
SRP040117	GSE55903	24928520	PMC4078819
SRP022165		24089437	PMC3813652
ERP015831			
SRP065261			
SRP076749			
SRP078152	GSE84188	28331091	PMC5432886
SRP091838	GSE88965		
SRP077657			
SRP118904	GSE104276	29539641	
SRP155180			
SRP055874	GSE66573	25885816	PMC4403723
SRP065592			
SRP078442	GSE84358	28516957	PMC5454368
SRP021917	GSE46513	24533081	PMC3922809
SRP078524	GSE84425	27876874	PMC5120297
SRP048685			
ERP012867			
SRP077595	GSE83888	27281349	PMC5105184
SRP078006	GSE84114	28429794	PMC5413944
ERP007082			
SRP064378			
SRP058956			
SRP064410	GSE73678	26484760	PMC4618350
SRP092793	GSE89621	28009298	PMC5193245
SRP070082	GSE77902	27210747	PMC4889529
SRP073381	GSE80348	28993314	PMC5769600
SRP028357			
SRP170613	GSE122887		
SRP049705			
SRP078132	GSE84170	27512124	PMC5029459
SRP139416			
SRP002272	GSE21279	21316602	
SRP100857	GSE95513		
SRP167827	GSE122132	30635434	PMC6445719
SRP070710	GSE78220	26997480	PMC4808437
SRP062214	GSE71878	26677768	PMC4682125
SRP076553	GSE83342	29202482	PMC5749509
SRP056477	GSE67196	28637276	PMC5886204
SRP162973		30830459	PMC6399358
SRP034953	GSE53844	25896974	PMC4526352
SRP116232			
SRP116237			
ERP107663			
SRP139765	GSE113048	30242039	PMC6241260
SRP107901			
SRP072832	GSE79879	29768178	
SRP149826	GSE115369	30285185	PMC6237736
SRP078268	GSE84267	31018951	PMC6542644
SRP073100	GSE80135		
SRP092442	GSE89430	28725001	PMC5517430
SRP056333	GSE67073	27841875	PMC5555047
SRP078126	GSE84169		
SRP096886	GSE93706		
SRP049446			
SRP078618	GSE84476	29758070	PMC5951544
SRP093477			
SRP064217	GSE73470		
SRP174054	GSE124195		
SRP073493	GSE80434	27580721	PMC5063002
SRP020008		23663776	PMC4030421
SRP039591	GSE55716	25057852	PMC4109958
ERP022034			
SRP076297	GSE83132	28283064	PMC5405733
SRP041962	GSE57243	24840202	PMC4052765
ERP009260			
SRP091544	GSE88735	29706544	
SRP199931			
SRP035503	GSE54201		
ERP001948			
SRP094657	GSE90962	28066174	PMC5179560
SRP075919	GSE82071	26460041	PMC4664352
SRP040421	GSE56076	24838567	PMC4066774
SRP069086	GSE77408		
SRP133667	GSE111250	29802214	PMC6048783
ERP107715			
SRP077334	GSE83785	27390128	PMC5010049
ERP009935			
SRP041228	GSE56862	28250203	PMC5435862
ERP021168			
SRP050332	GSE63701	30237440	PMC6514849
SRP005846	GSE27315	21454787	PMC3773223
SRP105882			
SRP066934			
SRP095324	GSE92465		
SRP077979	GSE84080	30232005	
SRP110659	GSE100587	30659199	PMC6338737
SRP077732	GSE83964	27498859	
SRP057353			
SRP090854	GSE87631	28538171	PMC5457484
SRP081218	GSE85422	27641500	PMC5037318
SRP022049	GSE46613	26926465	PMC4771717
SRP169118	GSE122643	31072958	PMC6550045
SRP091317			
ERP013561			
SRP073097	GSE80131	27127234	PMC5193222
SRP078414	GSE84335	27677841	PMC5039708
SRP080745	GSE85037	29101376	PMC5670217
ERP011233			
SRP163133	GSE120754	30380782	PMC6267445
SRP075465			
SRP090397		27063791	PMC4891292
SRP110862			
SRP070810	GSE78502	27020553	PMC4810363
SRP080962	GSE85223	28275009	PMC5358109
SRP068208	GSE76647	27907090	PMC5132327
SRP037988	GSE54878	29186115	PMC6066594
SRP030639	GSE51261	25263594	PMC4363072
SRP057065	GSE67758	26789254	
DRP001919			
SRP080879			
SRP096883	GSE93702	28246332	PMC5358370
SRP041063	GSE56660	24921652	PMC4055451
SRP081022	GSE85214		
SRP179098	GSE125072	31022537	
ERP002323			
SRP059733	GSE70073	26234182	PMC4532886
SRP045052	GSE59846	25576597	PMC4364524
SRP079342	GSE84712	28903495	PMC6372217
SRP078314	GSE84293	27574101	PMC5013636
SRP068591	GSE76987	27026680	PMC4941619
SRP188555	GSE128380	32561870	PMC7305197
SRP080054			
SRP050012	GSE63429	25806518	PMC4373911
SRP169107	GSE122635	30668923	PMC6988868
SRP125422	GSE107230	29706353	PMC5986969
SRP103950	GSE97728	29502971	PMC5973786
SRP080367	GSE85011	27980086	PMC5394926
SRP059176	GSE69599	28927099	PMC5588073
SRP078541	GSE84439	30665420	PMC6341764
SRP079223	GSE84694	28685772	PMC5587854
SRP002220	GSE19812	20459673	PMC2885365
SRP070430	GSE77992		
SRP080321	GSE84986	27546791	PMC5065530
SRP120476	GSE105145	31110221	PMC6527698
SRP041704	GSE57337	25248552	PMC4213170
SRP031776	GSE51518	25977295	PMC4551908
SRP079004	GSE84636	27435961	PMC4954754
SRP078795	GSE84498	28166538	PMC5321580
SRP058036			
SRP114780	GSE102230	29449449	PMC5827607
SRP079357	GSE84714	27916275	PMC5236063
SRP009063		22829318	PMC3440195
SRP105849			
SRP038969	GSE55370	25311790	PMC4261942
SRP135498	GSE111792	30375394	PMC6207667
SRP076540	GSE83337	27447449	PMC5512625
SRP123098			
SRP119108		28904074	PMC5664482
SRP055810	GSE66507	26293300	PMC4582176
SRP048811	GSE62228	26166704	PMC5770188
SRP123093			
SRP079226	GSE84697	27855702	PMC5114739
SRP081153			
SRP040622	GSE56267	24747576	
SRP095191	GSE92457	29305589	PMC6033697
SRP074138	GSE80780	27399229	PMC4942571
SRP058098	GSE68645	26097870	PMC4468322
ERP020551			
SRP052698	GSE65131		
ERP111116			
SRP075415	GSE81637	31662489	PMC6819936
ERP010522			
SRP075717			
SRP073245	GSE80237	27223264	PMC5122399
ERP006921			
SRP063938	GSE73268		
SRP195418	GSE130727	31251810	PMC6698740
ERP106969			
SRP094563	GSE90874	28625552	
DRP004088			
SRP034711	GSE53635	24442673	PMC3973340
SRP075643	GSE81814	27362937	PMC4928811
SRP002881	GSE22765		
SRP005476	GSE26859	21325139	PMC3077773
SRP058941	GSE69434	27184706	PMC4869110
ERP010353			
SRP105860			
SRP062177	GSE71858	26524239	PMC4869711
SRP076235	GSE83083	28446242	PMC5406893
SRP073187	GSE80043	27927715	PMC5204342
SRP123920			
SRP107270			
SRP106191			
SRP055381	GSE66158	26621032	PMC4732299
SRP041286			
SRP100509	GSE95180	29528143	PMC5930076
SRP108894	GSE99867	30026510	PMC6053443
SRP075289	GSE81534	27647875	PMC5069555
SRP065988	GSE74850	26711177	PMC4741300
SRP166945	GSE121845	30664779	PMC6633917
SRP075373	GSE81601	27477908	PMC5893147
SRP095109	GSE92387		
SRP075236			
SRP186068	GSE126650	30872414	PMC6521602
SRP162950		30830459	PMC6399358
SRP178252	GSE124930	31235935	
SRP045639	GSE60570	26404941	PMC4604343
SRP073678	GSE80554		
SRP014624	GSE39748	22961379	
SRP201769	GSE132923	31350180	
SRP073103	GSE80137	27412690	PMC5013317
ERP009612			
SRP013564	GSE38487	22855831	PMC3418586
SRP062247			
SRP068014	GSE76487	26883358	PMC4762424
SRP056378	GSE67115	26569308	PMC4695887
SRP165255		30690467	PMC6788728
SRP182726			
SRP052132			
SRP111340	GSE100911	28878000	PMC5626406
SRP080131	GSE84953		
SRP071561			
SRP012096	GSE37001	22575960	
SRP061405	GSE71195	26657629	PMC4756822
SRP143635			
SRP065812	GSE74697	27015450	PMC5546103
SRP073706	GSE80563	27157620	PMC5102814
SRP104402	GSE98011	28473638	PMC7611082
SRP046226	GSE61141	25706956	PMC4338293
SRP056835	GSE67543	25931473	PMC4542439
SRP032921			
SRP045207			
SRP076104	GSE82237	27801893	PMC5314117
SRP073789	GSE80609	29383125	PMC5777737
SRP059287	GSE58557	27452176	
SRP075920	GSE82070	28062851	
SRP056395	GSE67128	26321201	
SRP070687	GSE78195		
SRP045632	GSE60548	25403753	PMC4299601
SRP073208	GSE80212	29378643	PMC5789701
SRP094736			
SRP048957			
SRP068093	GSE76533		
SRP074581	GSE81198	29505600	PMC5854440
SRP041531		25987131	PMC4872731
SRP109370			
SRP117008			
SRP055413	GSE66135	26331722	PMC4558023
ERP001184			
SRP068961	GSE77295	29884215	PMC5992658
SRP029742		25315323	PMC4247586
SRP073594			
SRP109545	GSE100121	30186298	PMC6110934
SRP055932	GSE66627	27749084	PMC5359537
SRP065305	GSE74377	27899639	PMC5389682
SRP090745	GSE87550	28223918	PMC5293807
SRP039600	GSE55730	24743518	PMC3990487
SRP106050			
ERP106168			
SRP073721	GSE80582	28650479	
ERP016409			
SRP104697	GSE98052	28473638	PMC7611082
SRP073163	GSE80170	27117414	PMC4856588
SRP048804	GSE62212	25288800	PMC4239625
SRP072496		27809780	PMC5094027
SRP074739	GSE81266	28221248	PMC5988644
SRP200955	GSE132428	31362937	PMC6724674
SRP115894	GSE102852	29703144	PMC6389165
SRP042186	GSE57896	25487280	PMC4276482
SRP071760	GSE79210	28533227	PMC7404813
SRP166442			
SRP074061	GSE80714	27869712	PMC5133118
SRP066789	GSE75489	27044866	PMC4959312
SRP170936	GSE122991		
SRP093608	GSE89980	28754963	PMC5533715
SRP058699	GSE69205	27760161	PMC5070843
ERP108322			
SRP033432	GSE52912	25839189	
SRP076277	GSE83115	27329541	PMC4916594
SRP058414			
SRP073023	GSE80064	27981894	PMC5324760
SRP039338	GSE55492	26553695	PMC4934886
SRP011929			
SRP164925	GSE121066	30428356	PMC6321629
SRP045898	GSE60939	25242168	PMC4323738
SRP012612	GSE37726		
SRP109363			
SRP105720			
SRP069838	GSE77742	27179618	PMC4868023
ERP021842			
SRP014792	GSE40070	22837360	PMC3461560
SRP002861	GSE22918	20498841	PMC2871053
SRP067154	GSE75823	27156886	PMC4860583
SRP151008	GSE116086	31110176	PMC6527704
SRP164421			
SRP095256			
SRP005279	GSE26530	24063430	PMC4014804
ERP106767			
SRP058357			
SRP073268	GSE80258	27835943	PMC5106785
SRP073504			
SRP174472	GSE124359	31666587	PMC6821754
SRP076105	GSE82236	29035371	PMC5961502
SRP199864	GSE131964		
SRP158105	GSE118620	31080111	PMC6565614
ERP105393			
SRP007497			
SRP001844	GSE16868	19965430	
SRP074150	GSE80619	29435103	PMC5796974
SRP074715			
ERP005301			
SRP041573	GSE57182	25116707	
SRP051073	GSE64082		
SRP073675	GSE80551	27189161	PMC4869385
SRP096558	GSE93421	28091601	PMC5241818
SRP050061	GSE63487	25658338	PMC4450057
SRP053048	GSE65518		
SRP041400	GSE57031	24881874	PMC4169046
SRP033131	GSE52530	24631284	PMC4062300
SRP075983	GSE82143	28425916	PMC5435462
SRP093634	GSE90047	28681484	PMC5650503
SRP058916	GSE69420	26202631	
ERP004298			
SRP075430			
SRP033335	GSE52742	24975796	
SRP181997			
SRP048889	GSE62288	26184084	
SRP068017	GSE76490	27730449	
SRP034698	GSE53600	24627810	PMC3929981
SRP050058	GSE63485	26494788	PMC4617977
SRP019833	GSE45366	23935536	PMC3731203
SRP160894	GSE119713	30532187	PMC6301715
SRP071199	GSE78931		
SRP078692	GSE84481	27484949	PMC4971468
SRP045355	GSE60217	27595325	
SRP076991	GSE83652	28614298	PMC5576182
SRP074246	GSE80963	28404898	PMC5444715
SRP185799			
SRP045610	GSE60529	25373781	PMC4223636
ERP112241			
ERP010930			
SRP078583	GSE84458	27863519	PMC5116139
SRP083976	GSE86366	28166220	PMC5325677
SRP081232			
SRP017325	GSE42554	23291096	PMC3563736
SRP066982	GSE75688	28474673	PMC5424158
SRP038959		24992031	
SRP004965	GSE26140	21533021	PMC3080862
ERP012748			
SRP075000	GSE81402	27385103	PMC4941052
SRP136415			
SRP074184	GSE80819	29033304	PMC5830028
SRP018735			
SRP075319	GSE81550	27363021	PMC5226503
SRP145605	GSE114399	30344015	PMC6370974
SRP125471	GSE107264	29113991	
SRP092048	GSE89161		
SRP097153	GSE93841	28916735	PMC5635889
SRP212722			
SRP098102	GSE94149		
SRP132956	GSE110704	30739799	PMC6386581
SRP073102	GSE80136	27776121	PMC5077151
SRP075318		26753906	PMC4750114
DRP000929			
SRP073940	GSE80688	27699252	PMC5033755
SRP074749	GSE81268	32661233	PMC7359319
SRP076222	GSE82329	27452461	PMC4972668
SRP018547	GSE44219	23891561	PMC3771316
SRP075492	GSE81712	28028313	PMC5529293
SRP136972			
SRP076032	GSE82177	27721404	PMC5383522
SRP052102			
SRP129965			
SRP082573	GSE85951	27610572	PMC5019125
SRP052190			
ERP016351			
SRP050990	GSE64017	26303932	PMC4548914
SRP042579	GSE58114		
SRP082512			
SRP067661	GSE76234	26541609	PMC4816201
SRP076286	GSE83126	28069602	PMC5783288
SRP182754	GSE125802	30718260	PMC6497540
SRP068773	GSE77128	28408459	
SRP075704	GSE81747	28416141	
SRP154545	GSE117404	30505317	PMC6250768
SRP076334	GSE83142	27916615	PMC5156313
SRP072999	GSE80048	27162363	PMC4889416
SRP102032	GSE96727		
SRP173228	GSE123508	31257026	PMC6630709
SRP189393			
SRP186720			
SRP076037	GSE82184	29416688	PMC5787431
SRP075273	GSE81518	28424164	PMC5473134
SRP164704	GSE120997	30557653	
SRP063901	GSE73227	26668354	PMC4703012
SRP185826	GSE126516	31187215	
SRP063977	GSE73305	27907090	PMC5132327
SRP058717	GSE69233	27520449	PMC5050123
SRP074237	GSE80988	27185278	PMC4897186
SRP169133			
SRP070060	GSE77882	29335530	PMC6551220
SRP183071	GSE125966	30770362	PMC6391660
SRP018312	GSE43925	23386205	PMC3633422
SRP094461	GSE90795	30055169	PMC6232678
SRP167832	GSE122138	30550786	PMC6558521
SRP106028	GSE98435		
SRP167653			
SRP061240		26786760	PMC4726401
SRP075357	GSE81498	27383785	PMC4947006
SRP007877	GSE31290	21921191	PMC3790311
SRP197580	GSE131031	31168092	PMC6626542
SRP175082	GSE124599		
SRP113549	GSE101872		
SRP060721	GSE70833		
